,Andhiyarkhore,Bamnidhi,Basantpur,Ghatora,Kelo,Kurubhata,Paramanpur,Rajim,Rampur,Simga,Sundargarh,Catchment1,Catchment2
07-07-2005,8.817,100,536.423,58,98.919,219.977,142.007,7.451,12,50.221,267.064,218.838,2.919
08-07-2005,38.486,117.413,565.063,52.694,63.308,152.822,125.985,8.525,6,46.873,230,279.497,33.822
09-07-2005,106.422,117.185,665.565,49,18.349,104.36,102.44,19.426,24,73.079,175.141,397.576,73.772
10-07-2005,260.005,130,670.8,58,16,100,75,30,23,275,120,359.683,0
11-07-2005,163.566,89.362,1244.01,64,15.762,124.111,107.816,19.757,17.789,200,220.333,744.256,313.743
12-07-2005,75.431,520,1140,142,126.183,200.248,150,23.784,10.483,150,450.55,184.201,0
13-07-2005,70.056,500,1285.15,110,71.16,400.054,132.659,29.355,10.231,250,300.75,299.209,447.299
14-07-2005,56.178,150.644,1177.31,70,99.855,252.276,90.706,27.909,17.537,149,249.945,513.841,539.227
15-07-2005,71.077,264,1200,90,44.848,221.348,67,31.478,22.597,112.968,297.227,567.492,348.065
16-07-2005,113.069,162.618,1190,90,97.385,312.515,128.657,73.429,24.041,112.697,300.161,645.369,297.642
17-07-2005,58,425,1270,69,35,233,150,140,45,150,240,530.006,201.327
18-07-2005,38.424,149.843,1100,68,19.882,146.891,78.481,61.749,40.968,156.214,150.637,437.99,143.251
19-07-2005,16.839,118.143,900,50.131,17.22,94.935,56.232,33.668,22,117.111,103.665,376.195,91.097
20-07-2005,29.334,264,608.681,40,17.478,96.071,59.596,37.624,18.975,89.284,175.282,88.367,0
21-07-2005,35.542,180,793.515,40,57.175,103.965,43.827,28.949,38.186,74.167,138.572,340.443,10.407
22-07-2005,26.468,220,785.233,50.885,44.124,112.657,114.752,26.762,22.548,62.707,131.266,352.569,148.175
23-07-2005,54.862,210,814.107,53.918,124.142,103.256,160.549,26.355,21.1,60.097,178.687,393.566,0
24-07-2005,220,500,950,62,150,104,125,80,25,260,305,326.26,131.021
25-07-2005,176.688,245,1562.24,70,307.818,250.25,122.044,75,19.02,800,182.865,880.465,0
26-07-2005,170.611,263.381,2700,75,53.795,237.119,121.625,495,120,1308.67,187.959,1488.39,42.726
27-07-2005,151.62,195,5250,140,28.517,168.668,175.607,969.05,390.108,1700,141.623,3132.91,0
28-07-2005,120.467,135.616,5800,80,39.857,147.057,127.847,400,180,1500.69,300.476,2870.16,580.221
29-07-2005,63.683,117.355,3500,68,29.021,232.735,79.459,300,89.86,700,247.349,831.833,1208.26
30-07-2005,45.689,130,2100.03,52.175,54.362,160.396,1450,135,64.13,400,310.919,296.053,494.719
31-07-2005,255,875,3400,280,550,700,2150,875,310,475,570,1510.54,2988.29
01-08-2005,210,950,10515.6,300,131.829,408.978,495.36,1194.85,1582.54,3451.79,375.494,6981.63,3541.88
02-08-2005,112.686,600,8800,150,74.225,250,273.325,800,330,3092.31,250.753,3661.28,2022.68
03-08-2005,78,340.284,5700,90,63.892,214.373,190.33,572.554,175,1295,150.632,824.13,1677.39
04-08-2005,58,431.54,3100,80,400.415,425.908,230.164,487.916,119.811,619.945,250.691,0,759.359
05-08-2005,78,3266.71,5100,635.933,1612.57,1979.57,450.911,591.071,134.274,522.936,878.522,576.348,3269.03
06-08-2005,145,1500,5900,525,226.708,645.341,325.191,521.456,198.006,2841.37,479.067,1955.99,4414.09
07-08-2005,340,1000,7000,270,100,450,281,410,400,3260,400,2524.88,1885.75
08-08-2005,150,675,6500,151,91.448,300.679,240.249,450,242.446,1910.37,375.604,1522.07,642.214
09-08-2005,78,525,4250,120,69.848,200.619,220.827,350,144.904,850,250.567,265.576,789.553
10-08-2005,55,350,2350,90,48.72,127.101,151.408,300,95.641,564.505,147.035,0,614.503
11-08-2005,38.81,310.59,1929.85,83,36.915,106.941,118.315,96.088,45.319,337.53,105.842,298.538,73.697
12-08-2005,21.337,287.929,1606.21,78,28.264,89.478,104.462,55.797,50.086,214.255,84.859,446.334,0
13-08-2005,19.173,276.886,1218.93,73,40.305,105.145,150.507,40.357,44.555,179.554,90.628,397.831,0
14-08-2005,20,150,900,70,30,102,130,40,35,120,90,317.567,0
15-08-2005,23,120,897.8,75,38.5,88,162,50,30,110,140,437.363,0
16-08-2005,49.484,225,969.866,90,106.615,134.471,350.903,80.619,57.211,200.09,314.063,461.486,0
17-08-2005,50.906,250,1314.11,120,84.381,128.945,280.69,245,62.093,551.761,290.931,687.842,0
18-08-2005,36.059,287.246,1930.14,95,50.655,95.632,190.318,190,96.882,533.891,177.929,904.24,0
19-08-2005,30,418.497,2000,83,37.024,79.086,230.783,140,480,364.188,239.765,381.116,0
20-08-2005,58,456.991,2800,400.353,173.859,117.741,160.469,1100,180,2282.51,332.559,1269.47,229.899
21-08-2005,60,750,6500,270,85,115,160,1950,220,4000,350.5,3008,0
22-08-2005,44,410,8437.47,170,89.284,120.152,200.506,1000,279.965,5500,579.716,2548.93,0
23-08-2005,36.826,375,7025,110,70.673,148.245,160.657,700,150,3252.25,334.474,420.047,483.182
24-08-2005,21.681,334.676,5400,100,83.45,168.468,200.556,410,140,1001.11,223.015,0,450.857
25-08-2005,19.397,491.53,2600,93,82.164,145.868,145.715,200,94.745,596.797,164.876,0,421.283
26-08-2005,17.872,334.287,2023.22,91,52.887,96.817,136.057,150,62.157,321.653,144.66,203.825,17.306
27-08-2005,13.404,184.915,1768.44,80,39.928,78.664,108.123,77.176,40.464,252.317,126.352,702.133,0
28-08-2005,12,160,1314,65,27,63,114.1,70,42,200,100,580.6,0
29-08-2005,11.916,141.877,999.757,54,20.321,57.588,114.149,53.751,28.46,160.112,80,423.954,0
30-08-2005,11.46,103.234,689.171,50,20.367,53.892,108.646,43.909,30.647,134.909,114.757,221.21,0
31-08-2005,10.674,138.074,618.715,42,19.813,51.858,131.872,45.565,11.452,102.073,80.163,203.028,0
01-09-2005,6.633,133.583,532.694,40,19.288,53.644,100.054,44.341,11.076,89.668,86.403,153.651,0
02-09-2005,6.778,109.542,542.569,33,19.608,45.688,68.273,37.13,7.928,81.545,50.598,213.554,0
03-09-2005,11.063,89.283,412.542,52,19.518,17.94,58.417,39.159,7.316,78.83,41.538,133.005,0
04-09-2005,44,199,443.6,37,60,55,75,57,12.5,150,60.216,92.275,37.652
05-09-2005,75,185.496,598.644,58,39.484,50.59,67.897,56.496,12.858,117.3,201.066,202.874,0
06-09-2005,29.154,239.412,978.594,58,36.214,83.927,55.716,53.836,13.31,199.078,128.859,445.392,0
07-09-2005,31,310,970.7,50,22.34,140,60.78,54,20,198,138.392,351.047,60.4
08-09-2005,18.852,206.436,941.171,53,25.092,107.513,60.174,48.814,32.01,271.808,116.536,349.388,253.524
09-09-2005,14.379,92.669,797.405,51,19.031,109.06,90.879,36.928,33.477,196.342,79.624,286.731,182.767
10-09-2005,20,70.232,748.056,45,16.823,60.611,70.836,60.201,26.557,126.79,76.613,287.317,0
11-09-2005,52,72,625,70,15.5,54,71,62,20,100,75,230.528,65.788
12-09-2005,44,139.957,825.113,60,14.837,66.377,90.52,490,12.685,356.416,73.096,405.259,3.488
13-09-2005,65.135,109.186,1020.49,80,12.801,50.754,73.606,2000,42.437,2000,71.627,327.6,0
14-09-2005,175,425,7627.35,90,101.603,140.913,116.896,2907.17,1200,3800,137.992,3410.87,0
15-09-2005,583.915,685.785,11520.7,170,600.12,582.152,167.903,1459.85,590.138,7000,550.76,4293.61,0
16-09-2005,335,592.149,9501.56,250,330.299,502.116,118.7,1250,262.644,11000,661.624,893.134,338.285
17-09-2005,150,361.575,9290,160,109.926,400.389,90.438,672.942,127.677,10728.7,400.638,0,210.698
18-09-2005,98,325,9200,130,115,228,95,450,118,4000,330,0,389.647
19-09-2005,65,198.82,6750,89,65.387,148.045,100.863,497.725,113.462,679.281,247.359,0,395.817
20-09-2005,50.69,310,2079.74,78,50.34,114.95,82.491,900,93.529,574.116,232.015,0,292.535
21-09-2005,35.628,245.396,1857.9,65,29.062,109.838,70.667,800,80.344,571.935,175.367,0,0
22-09-2005,35.38,218.118,1851.01,60,18.39,96.441,63.947,495,75.486,585.864,150.219,24.094,0
23-09-2005,55,231.072,1757.31,55,16.961,90.036,55.747,237.809,58.947,580.57,140.67,142.555,97.284
24-09-2005,45,195.153,1411.21,54,17.068,79.915,51.701,157.448,55.989,504.39,103.824,57.508,47.539
25-09-2005,36,120,1184,53,16.8,81.5,45,60,42,360,90,141.103,205.189
26-09-2005,34.245,101.235,1121.37,51,16.551,80.036,41.443,70.66,32.003,301.256,88.799,333.606,80.702
27-09-2005,27.662,119.518,928.716,48,14.859,78.84,36.963,52.504,17.284,261.767,84.496,290.578,0
28-09-2005,24.471,101.454,864.731,46,13.897,71.371,37.574,42.587,14.246,210.457,78.43,310.013,0
29-09-2005,19.798,77.733,727.214,42.732,13.344,79,33.864,36.37,12.573,197.054,69.171,259.635,0
30-09-2005,17.633,72.704,715.687,41.081,12.506,68.386,33.582,39.545,12.141,150.335,61.046,311.891,0
01-06-2006,1.125,32.14,30.934,0,0,0,0,1.69,0,1.305,6.443,0,9.0338
02-06-2006,1.567,32.328,30.946,0,0,0,0,1.434,0,1.071,6.356,0,70.592
03-06-2006,1.335,31.455,28.042,0,0,0,0,1.344,0,1.127,5.542,0,44.3596
04-06-2006,0.957,33,28,0,0,0,0,1.2,0,1.3,4.7,0,0
05-06-2006,0.577,32.091,41.306,0,0,0,0,1.434,0,23.099,10.676,6.031,191.938
06-06-2006,1.499,38.353,44.269,0,0,40.216,0,1.909,0,21.222,21.895,6.576,184.806
07-06-2006,0.598,77.725,85.152,0,0,15.47,0,1.854,0,16.446,63.556,23.127,218.956
08-06-2006,0.54,55.097,62.386,0,0,12.395,0,1.878,0,7.779,40.187,0,182.654
09-06-2006,0.503,77.97,67.805,0,0,14.808,0,2.052,0,6.838,21.602,0,100.011
10-06-2006,0.492,31.718,58.926,0,0,13.919,0,2.148,0,6.589,10.666,0,122.431
11-06-2006,0.19,66.9,62,0,0,11,0,1.9,0,6.5,9.5,0,90.633
12-06-2006,0.192,37.711,58.466,0,0,10.081,0,1.829,0,6.746,6.635,0,21.782
13-06-2006,0,22.97,55.629,0,0,7.998,0,1.643,0,6.807,10.57,13.128,11.2069
14-06-2006,0,75.461,58.105,0,0,6.891,0,1.582,0,5.668,6.573,0,0
15-06-2006,0,90.598,68.563,0,0,5.934,0,1.526,0,5.395,5.781,0,0
16-06-2006,0,84.311,61.027,0,0,5.361,0,1.331,0,4.433,4.189,0,35.349
17-06-2006,0,66.942,52.546,0,0,4.45,0,1.297,0,1.8,4.554,0,49.458
18-06-2006,0,63,50,0,0,4,0,1,0,1.5,4.5,0,44.657
19-06-2006,0,79.997,44.979,0,0,4.38,0,0.776,0,1.409,3.459,0,98.531
20-06-2006,0,60.931,53.956,0,0,4.287,0,0.706,0,1.442,1.578,0,103.451
21-06-2006,0,100.218,46.484,0,0,4.047,0,0.671,0,1.308,2.528,0,11.778
22-06-2006,0,88.637,73.018,0,0,5.366,0,0.724,0,1.311,2.459,0,22.2065
23-06-2006,0,86.095,54.098,0,0,9.26,0,0.809,0,1.224,2.119,0,34.5946
24-06-2006,0,92.563,51.023,0,0,6.695,0,0.862,0,5.68,2.313,0,43.72
25-06-2006,0,98,57,0,0,6,0,7.5,0,3,10,0,33.888
26-06-2006,0,98.146,49.978,0,0,7.049,0,7.287,0,1.473,7.337,0,22.8734
27-06-2006,0,78.775,52.13,0,0,6.545,0,5.24,0,1.387,5,0,69.482
28-06-2006,0,98.124,48.569,0,0,5.505,0,4.951,0,1.347,6.324,0,86.518
29-06-2006,0,61.092,77.544,0,0,4.938,0,7.893,0,1.298,67.116,0,65.06
30-06-2006,0.952,96.535,123.183,0,0,67.062,0,5.022,0,1.237,77.241,34.1,0
01-07-2006,11.022,90.361,141.192,0,0,59.827,7.157,2.262,0,1.394,66.317,40.517,160.844
02-07-2006,4.993,85,70,0,0,33,5.67,2.3,0,1.4,46,0,0
03-07-2006,4.47,89.392,65.662,0,0,24.729,5.67,5.52,0,1.299,49.702,0,0
04-07-2006,2.251,58.876,73.29,0,0,25.049,4.805,2528.15,221.433,1.492,48.054,0,39.815
05-07-2006,2.102,91.749,1186.05,0,0,24.259,5.026,1471.18,204.847,3.997,23.141,0,51.15
06-07-2006,1.745,79.887,1685.34,0,0,22.385,4.127,707.491,102.79,362.28,19.641,0,0
07-07-2006,1.091,65.096,1437.82,0,0,20.749,3.067,536.959,43.188,213.131,18.505,347.034,402.879
08-07-2006,0.937,69.818,1146.27,0,0,18.71,3.194,369.884,19.103,104.794,19.144,133.276,0
09-07-2006,1.25,60,726.5,0,0,17,3,259.48,15,70,12,0,0
10-07-2006,0.928,50.514,673.164,0,0,15.827,2.623,207.85,8.783,44.658,23.145,147.485,0
11-07-2006,0.769,31.669,359.575,0,0,15.499,8.299,100.497,6.035,32.941,21.207,0,0
12-07-2006,0.662,25.333,292.823,0,0,14.898,8.322,72.655,5.11,29.367,32.831,33.748,0
13-07-2006,0.556,31.741,264.612,0,0,19.768,9.92,54.64,4.215,26.661,24.399,95.738,28.779
14-07-2006,0.874,27.147,173.015,0,0,18.813,8.764,28.61,3.381,27.185,29.209,38.897,0
15-07-2006,0.795,26.149,235.308,0,0,63.136,8.69,20.652,19.867,22.491,94.816,124.276,38.293
16-07-2006,5,105,350,0,0,155,9,18.1,30,28,100,197.558,14.055
17-07-2006,32.59,200.244,1140.4,54,59.009,108.436,150.157,21.573,66.057,23.276,120.635,876.817,0
18-07-2006,10.621,94.777,944.076,54.036,50.419,103.552,205.453,560.076,127.596,22.309,166.27,641.315,0
19-07-2006,22,93.433,728.979,54.583,40.745,59.871,90.195,356.381,89.831,116.275,136.338,191.011,0
20-07-2006,2.917,96.4,944.649,45.574,38.359,47.274,9.31,159.471,34.108,140.001,68.49,230.498,0
21-07-2006,4.689,69.998,731.205,35.162,33.814,150.021,4.673,214.739,95.197,155.058,221.673,116.424,0
22-07-2006,8.682,337.075,1824.06,56.208,81.132,448.769,852.492,134.008,286.5,119.309,904.074,966.876,75.848
23-07-2006,35,650,2300,154,85,470,245,500,320,110,550,1034.22,646.612
24-07-2006,14,227.156,1920.42,65.019,56.398,157.931,174.937,416.39,218.593,84.122,369.163,773.05,968.154
25-07-2006,7.09,100.556,1408.02,52.003,38.146,141.85,103.07,116.564,97.089,107.567,202.444,472.961,350.788
26-07-2006,4.614,113.8,1093.94,47.659,74.125,113.38,78.062,56.507,66.101,149.675,245.296,433.463,353.416
27-07-2006,108.459,238.13,730.903,45.894,67.759,341.24,210,49.895,54.264,151.039,754.768,213.15,157.986
28-07-2006,87.687,360.511,910.552,145.216,446.711,465.953,216.35,1447.2,97.243,468.687,1124.57,207.752,425.641
29-07-2006,45.096,118.463,2996.34,94.838,75.87,168.538,169.468,1033.56,548.271,953.212,604.771,985.031,704.922
30-07-2006,23,230,3317,91.63,260,152,215,410,430,550,500,661.03,0
31-07-2006,15.849,645.636,3293.28,92.552,234.915,1501.64,518.081,454.163,292.091,301.416,1356.2,889.098,319.638
01-08-2006,45.615,586.323,2513.68,159.508,91.435,600.949,350.791,332.19,138.669,199.447,576.466,688.395,416.243
02-08-2006,25,250.025,2295.38,122.832,45.068,322.074,273.358,115.026,205.492,146.798,591.774,907.936,190.483
03-08-2006,13.385,767.089,3109.16,114.999,33.332,156.165,227.704,953.467,1002.42,117.276,329.969,1129.54,0
04-08-2006,30,220.004,3652.44,64.349,33.065,128.995,144.547,2596.72,1615.95,113.827,284.84,1048.39,0
05-08-2006,10.735,200,3574.03,53.295,26.002,95.542,93.428,2712.91,524.822,420.268,191.642,157.952,0
06-08-2006,20.5,97,3460,49.08,17,61,90,1400,250,530,180,44.568,0
07-08-2006,43.657,79.055,2511.55,39.291,7.445,54.968,78.518,313.545,155.01,433.141,105.398,0,0
08-08-2006,18.649,128.876,1505.19,35.543,8.139,41.89,54.82,294.868,106.06,319.781,90.705,0,0
09-08-2006,12.932,147.485,1206.47,27.654,13.477,41.895,50.279,195.327,63.606,227.101,85.072,180.183,56.301
10-08-2006,9.538,122.68,1064.99,26.169,7.953,38.493,44.541,88.552,47.755,164.168,74.966,285.35,33.177
11-08-2006,7.368,62.981,952.18,23.048,60.395,45.149,112.71,82.815,40.616,113.109,77.103,423.462,0
12-08-2006,10.916,52.833,729.226,45.751,27.524,49.8,127.365,94.972,32.091,103.645,152.094,355.531,177.584
13-08-2006,99,85,4400,47.43,92,133,150,353,3000,2400,240,2001.78,37.512
14-08-2006,100,135.088,14919.6,41.493,46.707,100.763,156.309,776.591,1505.63,6250.79,155.306,11022.4,2070.58
15-08-2006,50,105,9100,39.88,40,93,140,500,420,7200,125,3277.59,1109.85
16-08-2006,25,75,7750,34.95,28,66,120.541,350,265,5600,124.658,433.459,186.72
17-08-2006,19.221,73.584,7473.18,39.013,12.402,55.521,214.878,3377.05,304.542,1169.64,145.891,355.903,0
18-08-2006,20.399,92.562,7169,29.93,35.399,145.309,361.661,2866.4,574.721,2378.91,440,488.415,0
19-08-2006,13.747,125.491,6502,38.913,58.249,365.67,242.953,1112.62,257.307,2368.5,580.383,868.767,0
20-08-2006,13,130,4900,34,38,169,243,600,160.1,1889.89,400,572.023,0
21-08-2006,8.858,227.817,3307.83,39.909,26.452,218.692,512.019,336.092,93.035,570.679,362.425,82.326,955.757
22-08-2006,8.543,454.288,3026.51,87.731,220.975,203.984,1629.72,318.341,299.113,395.493,671.556,649.544,1411.85
23-08-2006,5.24,1639.83,3896.72,138.433,111.222,187.447,965.296,672.592,358.847,318.963,1062.65,1210.81,2082.01
24-08-2006,12.621,1025.78,4033.66,113.289,166.21,880.689,1016.96,1613.91,969.006,329.607,764.354,1089.05,1697.28
25-08-2006,37.111,695.064,4908.82,102.065,86.338,552.349,350.119,524.818,395.201,414.655,783.347,1796.3,1641.26
26-08-2006,19.218,471.309,4152.92,81.59,105.496,385.184,260.895,473.37,504.205,416.802,457.628,1795.98,773.963
27-08-2006,35,340,3200,75.25,115,370,260,360,380,360,1000,1355.53,404.229
28-08-2006,16.186,336.584,2462.47,73.022,43.977,311.305,243.546,303.009,214.99,290.508,459.465,928.328,280.727
29-08-2006,11.406,313.783,1651.25,60.582,38.234,202.852,394.171,344.684,139.168,252.24,306.871,388.312,435.619
30-08-2006,9.117,370.887,1698.39,65.073,116.25,188.147,654.513,500.935,425.478,223.927,308.696,331.013,1496.9
31-08-2006,130,486.77,6159.04,104.108,101.741,228.931,1125.03,6789.93,2011.29,2034.52,268.871,3389.66,1908.64
01-09-2006,128,452.306,13474.8,113.265,54.259,244.437,340.536,2164.87,634.454,3933.7,275.835,5336.23,0
02-09-2006,74.959,373.808,7390.04,93.863,38.201,193.8,219.339,549.001,282.262,2504.31,220.395,182.572,0
03-09-2006,52,345,6156,82.02,27,176,135,560,170,920,160,1318.62,723.61
04-09-2006,33,260.14,3018.09,62.631,29.441,138.232,141.008,473.743,153.805,503.453,129.609,148.21,0
05-09-2006,51.305,474.992,3110.32,89.431,47.997,131.443,529.744,1553.71,571.131,581.114,126.354,830.567,0
06-09-2006,154.557,504.952,7555.82,113.531,39.516,129.647,302.978,801.568,594.193,3040.64,134.714,4529.99,0
07-09-2006,84.157,407.314,7002.67,97.71,30.908,220.53,181.186,412.03,342.846,3458.69,151.117,2950.63,0
08-09-2006,59.01,328.788,6669.62,75.994,26.911,185.257,133.54,307.89,228.408,1447.56,124.505,2141.32,733.303
09-09-2006,47.857,235.406,3260.22,85.139,28.796,143.297,109.735,241.179,158.258,635.217,137.346,0,0
10-09-2006,38,350,2011,85.95,48,225,190,232,100,500,140,50.549,0
11-09-2006,31.693,319.95,1941.03,69.021,38.489,226.998,138.504,119.703,93.601,451.596,120.273,537.546,0
12-09-2006,28.293,234.568,1445.31,59.172,33.347,194.26,115.057,116.484,115.202,279.89,101.64,310.925,0
13-09-2006,17.783,249.567,1218.14,90.374,52.454,196.45,100.778,94.51,103.211,263.852,177.398,265.64,0
14-09-2006,19.906,301.17,1250.83,62.631,76.701,196.004,91.971,96.669,173.108,277.435,167.225,315.299,0
15-09-2006,24.807,310.58,1342.82,74.041,86.238,190.57,96.848,84.659,154.083,379.968,112.413,422.275,0
16-09-2006,18.031,188.542,1395.08,62.354,37.826,189.792,179.112,89.275,132.056,389.407,117.461,534.834,0
17-09-2006,15,110,1370,65.76,27,185,139,140.05,128,350,132,556.423,302.213
18-09-2006,11.187,104.615,1148.22,64.398,27.442,135.13,100.431,140.988,128.221,317.563,110.355,340.893,110.406
19-09-2006,10.165,90.558,955.152,48.957,13.295,119.957,93.773,86.07,75.764,238.596,94.822,209.672,0
20-09-2006,10.595,88.416,857.554,55.195,12.13,118.609,94.31,80.888,67.671,209.947,84.162,231.261,0
21-09-2006,15.208,101.568,813.202,62.595,34.542,139.834,91.366,119.593,44.075,193.818,61.928,277.502,0
22-09-2006,11.996,109.651,927.623,46.388,34.343,182.835,458.935,135.293,56.022,241.01,88.678,387.081,0
23-09-2006,9.085,83.641,1096.81,60.126,25.245,170.144,256.053,153.91,55.055,316.356,80.676,549.38,0
24-09-2006,6.65,83.5,1131,57.33,24,141,130,148.5,75,320,75,502.527,0
25-09-2006,6.348,71.095,1144.88,41.458,12.759,140.012,102.826,145.899,53.881,345.54,63.204,480.304,0
26-09-2006,5.895,64.376,1115.57,30.865,11.873,121.324,77.621,112.087,70.675,243.378,68.412,459.354,60.755
27-09-2006,5.136,53.62,863.857,26.959,10.609,119.243,65.639,79.072,39.943,192.402,62.838,280.604,0
28-09-2006,4.451,83.575,770.718,21.574,9.926,112.063,58.497,67.136,39.212,139.691,50.53,293.123,0
29-09-2006,4,71,741.5,23.05,9.123,111.292,57.91,65,24,125,54.529,349.634,0
30-09-2006,3.257,100.198,683.199,25.308,8.517,109.007,43.766,87.591,23.154,119.819,59.403,331.399,0
01-06-2007,0,62.049,65.117,0,0,0,0,0,0,0.385,0.227,0.334,60.417
02-06-2007,0,93.043,60.863,0,0,0,0,0,0,0.348,0.25,0,69.97
03-06-2007,0,70,68,0,0,0,0,0,0,0.3,0.24,0,0
04-06-2007,0,50.403,62.659,0,0,0,0,0,0,0.308,0.2,1.153,0
05-06-2007,0,49.915,59.617,0,0,0,0,0,0,0.109,0.19,8.203,0
06-06-2007,0,42.567,56.935,0,0,0,0,0,0,0,0.19,9.741,10.6698
07-06-2007,0,45.382,53.764,0,0,0,0,0,0,0,0.19,8.834,9.147
08-06-2007,0,34.607,52.833,0,0,0,0,0,0,0,0.18,11.827,18.2319
09-06-2007,0,43.206,52.011,0,0,0,0,0,0,0,0.17,12.395,22.0274
10-06-2007,0,40,52.5,0,0,0,0,0,0,0,0.17,10.18,0
11-06-2007,0,38.615,52.034,0,0,0,0,0,0,0,1.983,11.922,164.732
12-06-2007,0,35.72,49.504,0,0,0,0,0,0,0,1.326,11.53,22.2773
13-06-2007,0,37.265,53.204,0,0,0,0,0,0,0,5.085,16.101,0
14-06-2007,0,37.671,58.076,0,0,0,0,2.39,0,0,29.926,19.925,6.3664
15-06-2007,0,41.214,56.247,0,0,0,0,2.449,0,0,27.2,15.53,60.315
16-06-2007,9.109,34.873,60.869,0,0,0,0,23.202,0,0,17.299,21.09,0
17-06-2007,1.05,33,57,0,0,0,0,21,0,0,16,20.379,70.214
18-06-2007,1.454,52.709,75.01,0,0,3.284,0,12.44,0,0,18.879,27.095,192.347
19-06-2007,10.718,46.998,58.583,0,119.902,3.306,0,11.132,0,0,17.706,0,319.814
20-06-2007,9.336,46.961,55.985,0,25.75,4.541,18.977,12.243,0,0,18.363,0,344.908
21-06-2007,1.341,45.796,62.828,0,14.115,4.912,14.703,17.233,0,1.909,22.66,4.296,148.805
22-06-2007,0.914,45.996,57.473,0,9.288,12.01,12.137,28.47,9.419,12.304,21.97,0,103.144
23-06-2007,1.539,45.823,79.694,0,6.16,11.513,9.833,17.766,10.002,9.84,36.302,4.107,34.734
24-06-2007,2,50,89,0,3.715,9,9,14,13,9,20,0,93.605
25-06-2007,1.697,50.619,139.482,0,3.719,2.355,7.093,13.805,11.549,6.458,19.121,51.852,141.815
26-06-2007,6.884,64.708,110.511,0,35.988,0.987,106.139,17.908,10.77,5.584,18.851,17.536,185.611
27-06-2007,1.809,90.587,144.892,0,30.451,30,36.472,534.613,22.62,7.861,60.207,24.543,183.952
28-06-2007,3.377,91.129,726.18,0,23.31,85.043,19.007,264.199,282.868,9.187,61.677,224.561,199.138
29-06-2007,1.117,91.799,970.648,0,10.641,71.976,11.808,1700,93.119,13.262,47.889,288.613,0
30-06-2007,66.443,115.228,1859.05,0,10.79,44.463,11.219,4132.27,1113.19,1196.23,27.129,0,265.97
01-07-2007,3,60,12200,11.55,6.5,35,11,1150,2100,11000,18,6135.53,0
02-07-2007,0.99,68.599,7456.65,10.468,6.578,10.683,11.393,383.582,295.498,11331.7,17.137,0,0
03-07-2007,4.432,46.646,6337.12,7.535,5.076,8.922,10.228,233.029,132.567,5437.83,21.864,0,1531.54
04-07-2007,2.035,57.335,5970,6.404,4.361,7.282,9.404,134.445,79.352,687.595,17.891,0,151.048
05-07-2007,2.932,93.165,1242.42,7.798,3.964,7.261,8.73,94.046,39.751,394.685,16.905,0,0
06-07-2007,1.504,57.352,1023.76,5.995,6.622,13.644,11.409,84.179,35.281,203.895,43.82,0,951.304
07-07-2007,1.486,76.604,1077.47,60.555,913.789,1094,1921.27,89.111,105.808,175.52,1417.86,446.446,0
08-07-2007,15,650,3892,160,120,900,325,450,570,650,1105,2603.01,1078.83
09-07-2007,22.402,308.048,3794.19,73.297,43.146,443.684,162.815,338.625,279.193,1264.81,408.933,2244.88,143.235
10-07-2007,9.365,152.868,3500,51.796,26.009,134.837,104.203,152.649,103.632,571.97,254.628,1698.07,364.257
11-07-2007,4.216,114.942,2005.28,37.589,14.561,70.727,55.728,126.899,79.935,257.772,124.449,595.708,0
12-07-2007,2.461,123.048,1298.59,31.585,9.658,48.918,66.867,82.801,49.29,228.557,101.009,454.798,75.37
13-07-2007,3.065,170.503,1126.48,37.025,5.675,48.338,103.962,91.279,74.97,325.225,115.858,488.211,0
14-07-2007,5.2,294.641,1699.36,40.954,29.585,43.161,136.07,1149.14,176.895,661.324,191,902.518,0
15-07-2007,2.95,294.7,7495.49,85,100,70.69,162,1600,1950,780,290,4591.42,0
16-07-2007,8.842,211.595,4482.75,58.88,200,417.379,90,1108.37,932.15,857.549,300,761.518,0
17-07-2007,12.556,908.668,5317.91,55.038,62.787,255.17,213.25,539.883,439.099,938.474,368.063,1863.62,1024.41
18-07-2007,4.888,250,3585.51,45.282,30.058,167.777,111.688,254.763,193.396,560.523,343.47,1174.67,923.323
19-07-2007,6.398,190.034,2484.05,27.956,26.793,71.714,75.751,168.798,122.262,306.334,234.861,895.044,290.123
20-07-2007,2.94,184.72,1755.68,24.242,9.965,62.808,80.86,128.707,101.374,190.664,166.975,728.518,0
21-07-2007,1.279,143.1,1061.95,21.261,38.908,50.363,291.286,93.272,59.623,152.475,124.657,363.43,0
22-07-2007,1.65,131,720,21.11,38.92,50,165,110,52,110,110,200.736,166.666
23-07-2007,3.501,98.26,671.883,18.418,28.555,47.155,282.366,98.641,43.325,93.903,78.821,241.85,273.633
24-07-2007,0.92,418.419,733.823,20.704,11.593,48.273,133.479,132.851,24.908,161.465,88.101,129.976,290.616
25-07-2007,22.904,265.312,710.161,21.987,9.586,47.025,71.636,94.888,55.359,173.864,115.882,114.258,144.449
26-07-2007,8.754,121.484,735.296,55.705,95,44.817,54.683,90.132,52.23,134.501,111.161,219.684,200.672
27-07-2007,8.355,214.789,1079.37,50.394,106.758,70.693,152.935,74.756,39.49,129.112,172.366,524.854,290.437
28-07-2007,22.897,170.913,1273.93,54.722,211.876,72.999,108.591,77.15,53.624,451.223,268.08,760.401,385.908
