,Andhiyarkhore,Bamnidhi,Basantpur,Ghatora,Kelo,Kurubhata,Paramanpur,Rajim,Rampur,Simga,Sundargarh,Catchment1,Catchment2
13-08-2009,0.287,172.831,2009.36,39.663,10.223,65.792,37.963,61.872,18.724,358.2,288.603,1605.99,0
14-08-2009,2.076,62.929,1786.5,35.897,162.914,48.97,58.864,46.203,16.641,197.536,135.297,1238.32,77.741
15-08-2009,6,265,1716,37.12,45,80,230,55,16,350,1040,1103.52,125.771
16-08-2009,2.15,130,1738,34.92,73,153,120,60,16.5,280,450,1204.46,0
17-08-2009,1.185,155.073,1766.39,57.816,60.956,236.49,81.334,44.054,37.871,208.612,466.699,1173.88,174.638
18-08-2009,0.107,81.202,1397.06,24.706,20.966,137.968,63.524,31.286,26.42,154.076,231.538,893.131,52.681
19-08-2009,0.079,61.998,859.476,17.74,22.924,71.182,50.715,43.748,20.201,129.993,203.57,496.776,0
20-08-2009,12.684,108.239,652.501,46.7,71.716,68.033,243.548,307.559,44.755,128.524,300.68,308.075,293.39
21-08-2009,10.506,141.332,1615.6,55.025,39.412,164.936,190.838,315.657,166.971,446.24,507.051,1017.19,0
22-08-2009,4.25,191.605,2893.31,111.603,32.757,138.877,94.254,174.325,112.249,508.145,339.221,1974.3,0
23-08-2009,2.5,150,2600,107.79,18,162,77,75,65,460,400.836,1531.42,0
24-08-2009,1.184,123.183,1780.88,57.39,45.318,132.605,77.049,80.667,18.149,309.986,358.5,904.612,0
25-08-2009,0.329,100.992,1556.67,48.808,32.739,71.778,99.205,80.906,41.55,198.235,251.897,868.682,124.992
26-08-2009,1.217,93.873,1172.31,52.488,19.342,146.606,78.83,194.691,75.767,197.09,305.551,595.16,0
27-08-2009,4.546,75.398,1204.13,58.539,17.932,150.065,77.528,2256.82,210,211.539,237.953,555.788,107.409
28-08-2009,4.554,122.685,5231.2,55.226,32.579,162.369,142.084,1797.46,310,362.592,367.148,2973.32,0
29-08-2009,9.753,187.276,5274.02,59.353,42.607,408.579,79.339,577.938,167.017,472.202,406.856,2673.43,0
30-08-2009,8,180,2900,56.86,20,235,50,340,90,446,610,1190.09,0
31-08-2009,3.645,77.297,2343.88,49.252,17.091,135.84,58.946,135.505,55.733,286.834,1035.04,1146.27,0
01-09-2009,1.133,63.912,1455.09,55.236,17.306,171.65,53.276,487.212,44.968,354.362,559.109,628.297,0
02-09-2009,13.277,86.864,1252.54,42.425,198.767,171.277,51.331,353.477,36.498,362.142,835.809,472.612,0
03-09-2009,11.408,97.424,1593.38,39.615,88.257,213.452,43.866,336.915,96.217,377.399,582.695,597.547,0
04-09-2009,6.886,64.998,1656.46,52.016,33.154,181.429,43.633,380.509,158.26,350.029,318.414,668.075,152.404
05-09-2009,5.692,79.634,1542.72,52.125,20.59,79.228,43.475,239.603,107.367,283.242,270.276,564.442,0
06-09-2009,2,80,1491,48,90,170,51,132,95,191.58,255,601.686,39.471
07-09-2009,1.461,51.028,1347.3,29.525,34.049,80.163,51.546,92.113,53.339,176.846,213.379,713.107,81.328
08-09-2009,1.55,47.614,934.06,27.606,20.505,79.84,46.575,61.817,54.704,154.081,173.908,486.358,0
09-09-2009,0.68,49.095,859.458,24.75,18.295,71.975,61.261,52.943,48.794,114.48,241.232,480.607,20.164
10-09-2009,0.742,67.531,759.62,20.67,18.877,74.068,67.548,39.163,39.054,104.363,273.832,422.367,0
11-09-2009,0.44,49.203,642.605,21.96,20.273,80.027,47.215,35.618,27.16,85.146,258.687,365.123,73.127
12-09-2009,0.344,50.729,617.333,18.255,16.489,76.249,41.458,28.091,22.389,71.617,216.319,377.785,0
13-09-2009,0.3,30,558.3,25,15,56,35,22,13,78.83,140,360.006,0
14-09-2009,0.162,26.481,447.271,14.064,10.259,54.118,32.15,20.662,12.718,79.47,98.877,281.109,0
15-09-2009,0.156,28.357,426.607,19.213,8.164,32.911,28.384,19.273,11.883,63.522,85.097,269.978,0
16-09-2009,0.145,26.299,411.902,22.73,7.66,30.753,26.166,18.564,8.374,57.082,79.574,258.62,0
17-09-2009,0.126,25.732,380.924,17.423,8.583,28.109,23.227,18.93,7.134,45.729,73.63,237.005,0
18-09-2009,0.026,20.435,343.166,14.223,7.641,34.722,24.565,17.409,6.79,23.299,52.488,213.979,0
19-09-2009,0.025,22.424,344.411,0.583,6.536,26.656,23.515,17.708,6.107,22.696,52.073,230.144,0
20-09-2009,0.025,21,340,0.78,6.5,25,55,21.5,6.05,22.9,68.5,244.862,0
21-09-2009,0.02,21,300,0.775,6.3,29,55,27,6,22.86,70,222.021,0
22-09-2009,0.02,25.343,260.536,0.462,6.103,22.546,41.251,18.782,5.777,22.816,43.271,183.168,0
23-09-2009,0.021,26.23,251.625,0.435,9.392,21.483,38.465,16.653,6.978,25.083,46.895,172.475,0
24-09-2009,0.021,35.569,368.315,2.225,8.37,40.563,33.815,18.639,55.121,20.934,100.578,272.592,0
25-09-2009,0.021,37,500,2.23,10.644,34,31.166,18.7,27,20.9,108.398,379.247,0
26-09-2009,0.021,39.306,373.153,5.644,8.599,29.566,30.089,19.274,21.625,20.619,148.456,265.803,0
27-09-2009,0.02,32,347,5.22,8,29.5,32,19.2,13,20.6,164,249.317,0
28-09-2009,7.5,30,347,3.98,7.5,24,30,18.7,12.95,20.6,155,257.656,0
29-09-2009,1.946,30.572,354.305,0.488,7.474,31.888,61.803,35.367,13.02,26.345,124.93,266.237,0
30-09-2009,0.455,34.183,361.371,0.571,6.928,29.932,54.203,36.313,20.842,74.337,109.904,263.207,0
01-06-2010,0,7.244,3.45,0,0,0,0,0,0,0,0.809,0,164.552
02-06-2010,0,7.44,3.553,0,0,0,0,0,0,0,0.554,0,0
03-06-2010,0,9.584,4.899,0,0,0,0,0,0,0,0.506,0,12.7542
04-06-2010,0,7.786,5.258,0,0,0,0,0,0,0,1.005,0,0
05-06-2010,0,6.626,6.87,0,0,0,0,0,0,0,1.649,0,12.5594
06-06-2010,0,6.6,5,0,0,0,0,0,0,0,1.6,0,37.5456
07-06-2010,0,6.423,5.537,0,0,0,0,0,0,0,1.627,0,78.0567
08-06-2010,0,7.279,4.792,0,0,0,0,0,0,0,1.302,0,0
09-06-2010,0,15.474,4.767,0,0,0,0,0,0,0,0.937,0,45.0334
10-06-2010,0,13.64,9.907,0,0,0,0,0,0,0,0.63,0,0
11-06-2010,0,14.077,10.53,0,0,0,0,0,0,0,0.714,0,0
12-06-2010,0,12.74,9.482,0,0,0,0,0,0,0,1.782,0,2.0454
13-06-2010,0,9.5,8.5,0,0,0,0,0,0,0,1.8,0,0
14-06-2010,0,8.983,7.452,0,0,0,0,0,0,0,2.303,0,17.2006
15-06-2010,0,9.142,6.389,0,0,0,0,0,0,0,6.044,0,18.8303
16-06-2010,0,10.486,6.409,0,0,0,0,0,0,0,4.685,0,36.4694
17-06-2010,0,16.102,7.689,0,0,0,0,0,0,0,3.127,0,32.8898
18-06-2010,0,11.794,10.307,0,0,0,0,0,0,0,3.208,0,0
19-06-2010,0,10.982,15.135,0,0,0,0,0,0,0,2.301,2.652,12.093
20-06-2010,0,13,15,0,0,0,0,0,0,0,2.3,2.567,76.2348
21-06-2010,0,13.102,14.584,0,0,1.395,0,37.137,0,0,5.039,1.871,67.8712
22-06-2010,0,9.709,15.288,0,0,0.882,0,17.765,0,0,5.992,0.635,0
23-06-2010,10.796,7.995,13.46,0,0,1.226,0,7.244,0,0,5.187,0,18.7438
24-06-2010,3.142,6.392,11.185,0,5.685,1.426,0,6.471,0,0,5.379,0,101.679
25-06-2010,1.573,6.32,12.756,0,4.927,0.6,0,5.554,0,0,5.372,0,55.0234
26-06-2010,0.663,6.106,13.303,0,10.949,0.32,15,4.977,0,0,13.719,0,355.237
27-06-2010,7.01,6.7,4.5,0,9.5,0.163,20,3.991,0,0,25,0,693.906
28-06-2010,8.881,8.994,5,0,6.859,0.27,65,3.909,0,31.175,34.249,0,265.149
29-06-2010,3.695,8.861,3.989,0,4.604,0.25,18,3.74,0,39.526,39.86,0,181.29
30-06-2010,0.826,5.97,3.606,0,4.47,0.569,123.349,4.478,0,38.615,62.907,0,180.515
01-07-2010,1.578,9.628,3.959,0,8.842,0.564,193.156,6.849,0,69.944,43.818,0,147.958
02-07-2010,1.585,9.806,10.757,0,22.865,7.524,78.175,38.085,0,72.311,104.989,0,234.695
03-07-2010,12.188,28.591,16.88,0,11.353,15.258,60.033,78.109,0,99.434,79.738,0,126.005
04-07-2010,40,48,70,68.05,9,4.5,78,75,0,74.9,55,0,175.541
05-07-2010,10.377,40.348,89.31,42.251,4.973,16.232,36.266,33.366,0,66.073,42.094,0,80.461
06-07-2010,10.314,46.222,740.708,9.04,5.088,21.968,30.117,18.659,0,71.692,75.721,486.495,69.676
07-07-2010,5.019,39.164,697.811,18.2,17.117,23.92,19.246,99.442,7.324,61.416,40.244,518.229,0
08-07-2010,8.73,40.156,633.136,8.2,10.67,25.139,22.256,158.185,4.797,71.042,26.287,435.67,0
09-07-2010,5.95,55.144,596.829,19.78,4.861,14.788,18.931,95.128,4.67,67.655,17.706,335.747,0
10-07-2010,2.662,38.412,559.614,8.9,4.505,1.553,18.224,35.749,4.265,55.334,9.761,288.857,0
11-07-2010,3,45,95,8.5,16,7,36,21,5.04,53,9.7,0,0
12-07-2010,3.06,171.347,694.085,41.975,16.333,476.801,50.493,1044.28,5.044,66.038,91.629,454.324,231.825
13-07-2010,8.712,156.453,786.184,63.302,22,480,32.5,541.076,109.579,54.5,290,0,0
14-07-2010,25.672,233.592,1340.61,84.336,17.021,183.983,29.027,544.898,66.546,121.132,234.008,181.848,0
15-07-2010,23.235,225.408,1326.29,77.989,11.922,86.015,18.587,519.515,59.558,190.848,119.56,317.294,0
16-07-2010,4.779,284.361,1784.71,62.109,8.382,64.935,22.975,282.07,51.788,143.646,160.132,694.281,39.14
17-07-2010,11.14,176.444,1420.89,51.258,10.274,41.011,22.843,204.683,22.852,253.684,188.763,496.488,0
18-07-2010,2.239,55,1050,20.76,9,35,20,95,22.787,218.8,80,433.862,0
19-07-2010,2.088,49.752,809.85,18.761,5.56,11.282,8.656,53.257,22.765,152.234,46.407,313.508,0
20-07-2010,0.905,38.239,737.833,8.5,4.85,16.446,7.232,46.603,17,115.312,28.833,374.887,0
21-07-2010,1.175,18.649,565.703,10.942,4.503,3.332,6.476,42.161,10.509,97.927,20.343,306.526,0
22-07-2010,8.707,20.425,568.818,13.43,5.358,26.264,7.412,94.972,27.299,91.875,20.54,352.002,0
23-07-2010,2.401,26.061,539.222,8.1,5.06,31.37,5.958,140.935,47.14,104.518,20.422,292.601,0
24-07-2010,3.177,27.319,651.45,55.195,121.409,5.304,15.557,151.983,53.433,132.869,148.251,346.221,0
25-07-2010,45.149,65,1400,41,120,29,172,2350,367.699,160,1030,783.643,0
26-07-2010,45.22,224.391,7465.19,47.635,160.021,156.576,167.402,2342.32,368.11,2516.73,1020.22,5035.3,1105.9
27-07-2010,28.996,258.62,8405.84,49.526,22.612,170.726,95.411,1018.54,365.676,1907.49,479.788,3951.64,1220.5
28-07-2010,32.357,167.068,7688.36,36.891,18.69,106.298,64.339,474.754,168.542,2613.15,231.706,3710.75,0
29-07-2010,26.577,73.922,5384.73,14.261,13.67,70.113,31.388,269.746,123.318,974.291,156.687,2075.3,0
30-07-2010,8.363,42.816,2912.54,9.363,11.508,71.235,22.772,203.694,60.444,724.891,83.214,646.622,0
31-07-2010,7.971,42.886,1823.86,34.808,10.193,67.247,17.34,191.785,55.936,565.887,77.19,529.458,0
01-08-2010,11.263,150,1769,16.994,11,99,45,100,40.645,750,192,705.579,118.255
02-08-2010,11.264,305.627,1817.6,29.337,37.708,72.654,203.628,96.797,40.597,610.231,248.651,676.493,431.651
03-08-2010,81.226,430.736,1852.62,68.217,321.247,423.538,151.008,90.779,29.289,410.645,1074.02,606.575,0
04-08-2010,76.933,778.662,2594.38,132.231,141.443,766.807,124.706,54.778,30.089,452.594,549.896,1135.39,830.094
05-08-2010,41.673,305.993,2291.76,82.732,25.778,187.753,64.549,36.125,44.496,440.325,297.19,1115.85,586.729
06-08-2010,43.69,803.251,2490.62,64.865,23.222,141.632,66.381,1833.96,65.183,440.535,191.586,1108.8,282.336
07-08-2010,31.573,360.276,2888.63,55.276,23.158,116.883,56.565,2009.72,350,2505.85,117.372,360.248,0
08-08-2010,10.836,160,5670,45,17,89,60,302,150,2660,98,1641.65,0
09-08-2010,10.828,113.367,5532.67,33.521,14.051,72.851,41.971,274.275,120.86,865.633,73.798,1869.91,0
10-08-2010,9.373,65.105,2435.32,21.053,11.458,46.686,23.363,135.575,59.626,354.758,55.313,235.973,0
11-08-2010,30.39,37.492,1320.06,16.994,9.182,31.188,18.328,99.759,33.84,278.822,45.636,283.506,0
12-08-2010,24.967,62.039,1052.19,9.804,8.587,22.644,26.386,101.663,37.621,244.888,41.095,441.931,0
13-08-2010,11.888,53.767,988.499,41.886,10.19,29.559,26.72,129.787,36.947,263.37,49.737,477.402,0
14-08-2010,8.818,45.554,984.036,24.925,8.699,18.621,24.552,120.468,31.695,222.096,59.288,474.465,0
15-08-2010,9.363,50,950,20,6,28,17,120,65.5,230,76,435.922,0
16-08-2010,9.368,163.449,1073.1,4,22.907,165.112,149.882,298.481,65.518,253.105,225.729,501.957,0
17-08-2010,36.546,157.992,1495.95,66.886,14.339,124.841,60.68,206.785,145.025,722.915,120.207,760.955,0
18-08-2010,10.117,152.661,1933.14,34.747,11.444,88.759,30.836,145.305,76.341,361.291,106.719,890.584,0
19-08-2010,4.992,96.62,1372.71,2.9,9.16,56.213,33.359,95.424,45.895,307.945,99.5,435.314,0
20-08-2010,24.224,132.853,1250.16,68.47,16.252,177.13,31.597,114.595,24.367,346.545,84.252,588.291,0
21-08-2010,7.768,276.246,2259.8,44.623,11.41,486.046,38.867,388.914,103.607,730.919,175.451,1441.06,0
22-08-2010,4.706,200,2475,7,10,177,45,375,148.67,600,168,1302.02,0
23-08-2010,4.706,127.318,2419.63,31.021,14.239,106.623,27.173,278.895,148.635,337.956,103.091,1082.24,0
24-08-2010,7.269,121.42,2211.48,35.39,11.268,90.289,28.867,264.326,136.133,255.209,120.726,1085.53,0
25-08-2010,8.059,143.178,2026.6,59.886,26.207,134.613,36.618,211.225,36.368,185.884,131.028,1174.87,0
26-08-2010,33.052,147.466,1295.64,48.872,15.855,170.479,111.997,128.329,30.189,183.075,501.299,571.07,0
27-08-2010,7.021,84.313,1145.93,38.038,11.305,158.27,84.891,123.775,30.819,162.479,249.96,579.84,0
28-08-2010,2.495,55.676,978.807,48.185,11.139,76.912,41.777,91.123,20.073,150.441,111.984,519.616,0
29-08-2010,2.698,40,900,6.5,13,74,57,80,30.475,163,78,505.614,0
30-08-2010,2.699,110.686,903.745,6,20.624,76.796,131.633,101.412,30.487,294.367,404.046,527.424,0
31-08-2010,8.332,77.841,919.768,48.321,17.555,115.028,95.535,91.062,30.651,325.775,403.925,504.871,0
01-09-2010,8.905,55.429,991.551,9.751,11.278,93.829,69.763,115.614,83.419,339.137,259.531,428.82,91.531
02-09-2010,4.995,61.438,1104.31,10.607,150.167,120.592,42.425,69.198,44.716,271.219,277.024,531.474,0
03-09-2010,9.407,538.988,1192.43,28.595,19.949,183.018,29.846,92.423,34.888,233.73,215.573,316.523,88.537
04-09-2010,12.266,202.195,2425.75,22.542,25.879,147.891,24.209,211.954,292.023,355.977,393.219,1549.98,0
05-09-2010,26.16,115,2000,15,16,85,19.5,507.62,84.64,350,200,1238.51,0
06-09-2010,26.132,66.968,1609.8,36.255,13.375,57.855,17.503,509.074,84.54,450.316,119.666,737.742,0
07-09-2010,35.63,107.646,1749.48,57.177,16.041,125.849,15.236,3192.87,286.403,724.443,77.239,464.461,50.796
08-09-2010,192.443,226.228,7260.18,75.909,17.947,166.119,17.881,3191.63,240.188,2785.33,78.479,3665.62,0
09-09-2010,127.701,121.141,9138.5,85.158,26.699,152.687,19.779,1107.13,278.323,3349.15,139.819,3545.42,0
10-09-2010,77.981,79.908,6968.55,57.393,16.334,93.552,19.433,541.827,171.887,1332.15,104.471,1799.35,0
11-09-2010,37.189,55,4000,45,20,164,19.45,114.054,57.73,800,152,724.747,0
12-09-2010,37.164,45,2000,40,15,89,19.5,101.88,57.63,520,139,263.004,0
13-09-2010,32.714,50.845,1652.85,45.143,12.688,82.588,19.605,91.842,57.595,281.097,80.666,663.864,0
14-09-2010,28.558,75.201,1649.41,45.505,14.873,133.584,18.092,125.144,38.484,267.534,204.314,923.197,0
15-09-2010,13.157,133.686,1681.77,60.318,15.224,133.617,18.74,101.933,76.305,239.017,217.077,1021.05,0
16-09-2010,46.947,256.101,1920.3,59.416,14.284,154.888,68.223,312.103,141.005,553.959,351.271,1125.32,102.214
17-09-2010,57.518,204.022,3781.04,51.392,25.009,208.33,39.391,334.428,306.811,494.533,384.387,2650.86,126.039
18-09-2010,32.644,176.796,3575.01,82.332,129.399,597.579,62.46,986.135,253.937,606.957,430.802,2184.69,0
19-09-2010,60,266,5000,150,230,593.276,35,2245.69,245.08,2500,386,3083.85,273.832
20-09-2010,122.054,758.118,8033.01,343.546,121.983,657.22,42.009,1967.45,245.15,2689.89,488.562,3359.27,0
21-09-2010,67.894,310.119,7662.32,328.4,153.192,961.671,42.341,448.19,244.468,1753.58,1196.31,2102.98,0
22-09-2010,57.554,280.335,5441.14,111.379,55.357,452.709,41.587,606.433,172.592,584.632,583.354,1511.38,142.509
23-09-2010,35.223,147.715,3143.61,65.505,20.407,211.402,74.922,276.887,137.331,414.047,306.029,915.829,0
24-09-2010,26.197,82.985,1899.06,52.195,16.476,156.067,35,266.032,88.243,327.798,199.417,545.868,0
25-09-2010,19.357,62.909,1666.54,48.604,13.734,88.237,24.1,116.883,42.507,278.325,135.521,775.708,0
26-09-2010,8.464,55,1061.54,45,11.5,58,19.5,39.915,29.17,240,100,382.087,0
27-09-2010,8.46,43.338,1009.02,30.918,11.385,53.042,16.66,38.334,29.16,176.992,67.646,526.973,31.163
28-09-2010,7.745,40.807,841.089,27.428,11.201,49.06,14.885,41.245,30.363,148.421,61.501,461.297,0
29-09-2010,5.168,37.235,660.84,30.662,10.858,45.401,13.621,39.885,22.147,127.665,59.792,342.028,0
30-09-2010,4.886,32.418,600.699,10.795,9.601,37.008,12.587,34.498,17.236,104.334,61.408,321.215,3.471
01-06-2011,0,4.393,8.168,0,0,0.29,0,0,0,2.949,0.2,0,0
02-06-2011,0,4.485,7.635,0,0,0.29,0,0,0,2.88,0.2,0,54.1137
03-06-2011,0,3.684,7.475,0,0,0.29,0,0,0,2.892,0.2,0,0
04-06-2011,0,3.695,7.135,0,0,0.29,0,0,0,2.851,0.2,0.049,0
05-06-2011,0,3.7,8.14,0,0,0.29,0,0,0,2.85,0.2,1.2,58.9179
06-06-2011,0,5.289,14.738,0,0,0.29,0,0,0,2.265,0.2,7.225,0
07-06-2011,0,5.199,14.71,0,0,0.29,0,0,0,2.132,0.2,6.378,0
08-06-2011,0,3.931,14.07,0,0,0.29,0,0,0,24.475,0.2,6.162,52.279
09-06-2011,0,6.248,13.73,0,0,0.29,0,0,0,3.97,0.2,5.744,26.1584
10-06-2011,0,5.997,13.21,0,0,0.29,0,0,0,3.498,0.2,4.392,0
11-06-2011,0,5.556,13.38,0,0,0.29,0,0,0,11.837,0.2,4.367,0
12-06-2011,0,5.54,13.12,0,0,0.29,0,0,0,11.85,0.2,3.795,50.1853
13-06-2011,0,5.601,11.86,0,0,0.29,0,0,0,4.787,0.2,0.203,0
14-06-2011,0,5.598,11.96,0,0,53.799,0,0,0,4.259,0.2,0,0
15-06-2011,0,5.561,10.73,0,0,0.29,0,0,0,11.163,0.2,0,105.463
16-06-2011,0,4.458,9.451,0,0,0.29,14.381,0,0,5.129,3.453,0,36.9984
17-06-2011,0,5.637,9.393,0,0,0.29,13.055,0,0,17.211,3.803,0,12.9167
18-06-2011,0,5.967,10.5,0,0,0.29,12.38,16.738,0,32.897,6.306,0,1.0353
19-06-2011,0,5.95,12.09,0,0,0.29,14,19.2,0,22,5.5,0,24.743
20-06-2011,0,6.469,19.83,0,0,0.29,5.106,16.705,0,28.894,10.502,0,0
21-06-2011,2.866,8.66,24.61,0,5.62,0.29,6.419,40.571,0,28.052,630.875,0,3.6316
22-06-2011,10.079,117.608,62.16,0,10.277,215.388,6.107,19.443,0,29.48,263.711,0,0
23-06-2011,5.078,102.163,203.9,0,13.486,134.365,5.983,14.399,0,30.017,3.8,37.155,253.058
24-06-2011,3.833,32.22,178.068,0,11.946,66.059,4.477,17.993,0,28.893,101.453,67.58,200.395
25-06-2011,2.259,29.818,153.149,0,8.874,47.083,2.585,34.708,0,24.796,67.413,69.548,63.48
26-06-2011,1.523,24.9,125.52,0,0.59,40,1.5,35.2,0,15.628,47,39.221,0
27-06-2011,1.073,19.887,116.279,0,5.957,37.46,1.449,35.233,2.26,12.18,43.638,26.717,0
28-06-2011,19.844,18.386,132.226,0,10.774,41.851,1.418,37.98,3.944,14.96,122.714,48.479,0
29-06-2011,4.765,31.099,142.324,0,11.01,170.952,1.45,36.385,3.671,11.443,131.678,56.947,0
30-06-2011,4.688,31.259,116.553,0,8.628,89.609,1.433,33.681,2.481,13.034,95.333,26.563,0
01-07-2011,3.529,27.176,116.067,0,7.928,72.272,4.393,36.292,2.056,12.751,76.178,23.576,25.979
02-07-2011,5.055,22.226,150.3,0,7.557,73.767,5.202,30.984,2.166,11.603,97.449,67.071,8.16
03-07-2011,3.2,21.49,97.5,0,4.7,55,4.2,33,2,11.7,56,21.104,0
04-07-2011,1.078,18.629,69.876,0,4.599,47.682,1.459,34.934,1.898,11.807,69.88,0,0
05-07-2011,3.142,17.7,70.77,0,4.541,53.702,11.143,34.875,2.28,13.292,108.392,0.545,0
06-07-2011,130.48,19.209,85.802,0,4.463,73.708,13.986,18.031,4.104,13.732,117.948,14.633,0
07-07-2011,20.457,18.471,74.812,0,5.146,134.865,13.346,34.091,7.324,13.115,73.636,6.908,0
08-07-2011,9.872,41.713,75.979,4,5.052,68.416,14.385,41.192,2.824,14.636,63.847,0,0
09-07-2011,18.6,42.502,14.554,1.8,16.765,151.394,11.103,39.299,2.988,15.498,132.499,0,29.303
10-07-2011,10.7,160,328.4,4.1,14,132.5,29,40,2.25,14,170,127.868,0
11-07-2011,10.648,64.549,264.285,6,12.664,83.4,19.291,39.147,8.996,17.629,116.925,89.931,0
12-07-2011,5.025,43.97,237.867,0.8,11.01,64.977,10.449,33.121,5.803,21.825,74.564,103.913,0
13-07-2011,4.909,33.555,221.243,9,9.213,60.016,8.144,95.121,5.541,34.778,69.524,108.708,19.369
14-07-2011,20.188,32.956,196.335,15,4.932,50.25,10.97,97.412,4.002,29.486,68.688,70.95,0
15-07-2011,4.801,25.503,157.993,7,13.689,44.304,7.347,80.408,9.123,171.675,112.783,0,0
16-07-2011,3.205,29.532,266.684,10,25.376,70.98,16.686,78.53,6.079,18.207,205.448,81.09,0
17-07-2011,20.85,160,539,62.5,128,95,28,114,10,31,143,196.293,238.43
18-07-2011,8.082,84.628,435.467,50,101.423,148.324,24.441,77.963,8.066,22.05,280.532,106.941,258.756
19-07-2011,10.053,84.375,505.277,68.787,26.621,598.471,28.661,59.15,5.916,20.348,424.428,218.468,284.266
20-07-2011,9.913,68.082,477.237,57.835,15.196,215.364,20.384,56.807,4.245,45.213,246.642,227.93,5.552
21-07-2011,4.949,127.472,452.354,42.934,18.205,492.992,33.1,103.852,68,64.103,254.777,155.363,436.931
22-07-2011,4.583,107.425,459.8,71.874,18.175,197.659,33.088,220.653,5.13,1868.45,515.606,138.61,0
23-07-2011,4.403,121.64,3871.66,55.834,92.374,669.1,124.426,258.407,135.434,2569.27,1431.24,2361.85,0
24-07-2011,6,230,5603,62.5,18,350,76,180,126,820,558,2828.23,0
25-07-2011,5.53,103.658,2407.67,57.203,14.156,154.53,28.548,90.256,74.891,684.946,242.389,327.571,0
26-07-2011,3.441,71.575,848.565,50.26,12.526,92.478,24.64,75.19,22.133,414.923,159.344,0,513.968
27-07-2011,1.72,40.444,743.977,37.858,11.065,71.074,18.578,56.814,13.928,299.509,121.634,0,449.732
28-07-2011,1.101,34.008,560.187,8.095,9.344,53.095,12.774,39.559,7.99,260.439,123.675,18.924,289.592
29-07-2011,1.115,31.708,484.934,5.798,4.899,52.469,9.981,33.037,4.6,146.995,93.002,87.426,0
30-07-2011,5.419,30.986,436.81,9.921,10.848,83.666,7.907,87.39,4.079,119.584,134.493,120.786,0
31-07-2011,2.8,40,350.4,23.3,9,45.5,7.8,92,3.85,170,280,79.616,0
01-08-2011,1.104,33.587,506.478,14.179,4.86,64.105,6.567,57.715,15.745,117.367,132.719,214.451,0
02-08-2011,4.891,31.935,445.138,33.647,4.944,54.256,7.973,40.073,14.095,96.703,106.465,150.644,0
03-08-2011,7.796,30.545,463.407,21.532,26.734,45.064,6.039,34.558,13.515,81.193,104.68,215.64,107.859
04-08-2011,23.126,35.162,524.89,31.088,12.459,188.074,10.738,491.724,23.428,123.896,200.372,304.538,0
05-08-2011,38.092,37.717,431.128,36.543,10.803,192.366,24.937,199.054,14.289,283.818,394.998,28.581,0
06-08-2011,46.364,42.038,1093.51,45.487,110.591,171.094,19.097,89.595,19.904,433.761,297.585,435.675,0
07-08-2011,37.264,98,1250,50,24,172,54,75,17.6,118,900,586.812,0
08-08-2011,38.115,431.244,1588.24,58.225,16.386,477.639,37.492,48.01,13.9,440.227,463.752,745.856,0
09-08-2011,32.139,353.33,1550.29,66.417,24.987,458.422,129.586,45.544,13.009,509.16,382.465,758.21,89.143
10-08-2011,26.412,131.008,1627.44,77.792,102.754,652.588,161.185,39.985,7.717,496.139,559.905,823.052,122.18
11-08-2011,46.808,154.267,1542.37,331.937,110.994,774.326,106.685,33.458,7.4,689.907,844.297,702.577,0
12-08-2011,32.011,307.84,2330.25,86.635,43.108,458.483,169.483,31.691,5.874,554.499,514.089,1118.87,421.324
13-08-2011,20.815,413.492,2198.04,85.727,87.055,1158.95,225.31,47.661,4.648,477.054,586.476,1019.9,0
14-08-2011,19.826,400,2100,295,36,1160,350,75.681,85,436.7,790,928.19,281.834
15-08-2011,42.582,450,2320,300,30,1155,145,50,73,373.4,700,972.835,0
16-08-2011,32.409,362.976,2207,277.043,22.931,784.829,101.033,39.858,23.751,281.97,954.299,984.283,0
17-08-2011,40.044,315.152,1662.2,240.627,23.516,456.608,80.206,34.621,13.935,278.151,487.725,623.61,0
18-08-2011,19.942,398.425,1626.06,126.587,19.602,226.861,59.089,35.927,14.494,256.906,394.289,650.402,131.802
19-08-2011,19.295,320.252,1541.61,140.063,91.307,464.637,45.614,37.058,15.136,316.618,944.471,709.315,0
20-08-2011,44.672,399.192,2513.46,136.727,90.899,951.769,94.563,75.415,39.305,598.113,1015.55,1627.79,0
21-08-2011,37.592,360,2480,145,38,950,60,78.5,72,580,500,1383.65,472.317
22-08-2011,31.869,188.958,1946.17,65.034,25,945,36,73.26,35.321,573.488,297,836.706,0
23-08-2011,18.307,41.512,1599.21,71.557,17.43,124.534,33.382,56.421,33.672,394.561,185.004,717.772,0
24-08-2011,17.929,109.103,1216.67,101.636,50.465,147.901,39.07,47.71,25.705,317,413.017,444.356,0
25-08-2011,18.253,116.319,1144.46,62.819,29.792,177.496,84.353,36.382,27.166,280.783,353.04,463.15,0
26-08-2011,17.997,119.12,1216.53,59.788,125.648,162.756,145.03,40.258,77.113,300.095,387.373,604.055,108.499
27-08-2011,42.271,158.703,1354.13,57.026,87.14,209.162,429.051,104.462,78.89,362.223,490.416,721.377,501.061
28-08-2011,43.536,200,2100,58,87,206,234,280,154,1225.07,405,1295.49,896.868
29-08-2011,44.25,377.514,3767.5,113.905,42.334,170.189,165.39,214.538,36.499,1427.35,235.348,2238.3,8.338
